               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.036909,            0.013009,                   0,             0.84989,                0.68,             0.71331,             0.32331,             0.05119,           0.0078756,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.039722,            0.012389,                   0,             0.82588,                0.76,             0.75172,             0.39585,            0.046741,           0.0078539,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.034202,            0.012101,                   0,             0.81817,             0.71993,             0.71024,             0.28238,            0.051968,           0.0080306,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.035303,            0.011816,                   0,             0.77255,                0.68,             0.70182,             0.34312,            0.047081,           0.0077147,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.034508,            0.012229,                   0,             0.87476,                0.56,             0.66334,              0.2981,            0.046273,           0.0081285,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.035219,            0.012181,                   0,             0.80949,                0.68,             0.65748,             0.33388,            0.047756,           0.0088415,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.035547,             0.01332,                   0,             0.88888,             0.63996,             0.63771,              0.3037,            0.048223,           0.0093794,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.033929,            0.011813,                   0,             0.84106,                0.64,             0.68311,             0.35052,            0.046911,           0.0086559,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.035884,            0.011651,                   0,             0.79976,                0.64,             0.60968,             0.26862,            0.049864,           0.0091205,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.034631,            0.011943,                   0,             0.76176,                0.64,             0.58658,             0.28187,            0.049262,           0.0096195,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.033901,            0.011409,                   0,             0.76152,                0.64,             0.65258,             0.28238,            0.051015,            0.008182,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.032317,            0.011547,                   0,             0.89974,                0.72,             0.73159,             0.35069,            0.045427,           0.0078801,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.03309,            0.011084,                   0,             0.89896,                0.72,             0.77355,             0.30838,            0.049568,           0.0079645,                   0,            0.005149,            0.005149,            0.005149
                  51,             0.03186,            0.011777,                   0,             0.82576,                0.76,             0.78056,             0.35177,            0.051436,           0.0075579,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.028653,            0.010849,                   0,             0.90475,             0.75988,             0.80091,             0.37149,            0.048687,           0.0074542,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.029337,           0.0097358,                   0,             0.89999,              0.7199,             0.79004,             0.29822,            0.051491,           0.0077964,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.030017,            0.010673,                   0,             0.90903,             0.79947,             0.79438,             0.30495,            0.054581,           0.0081041,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.031523,             0.01098,                   0,             0.83317,                 0.8,             0.77813,             0.33449,            0.050147,           0.0082998,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.035863,            0.011498,                   0,             0.83264,                 0.8,              0.7719,              0.2619,            0.055128,           0.0082397,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.034762,            0.011421,                   0,             0.86341,                0.76,             0.73909,             0.34113,            0.050014,           0.0085651,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.029049,            0.011331,                   0,              0.8947,             0.67972,             0.67189,             0.24664,            0.052763,           0.0086377,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.030527,            0.010969,                   0,             0.82588,                0.76,              0.7686,             0.30717,            0.051495,           0.0083306,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.029343,            0.011295,                   0,             0.89983,                0.72,              0.7688,             0.32636,            0.048683,           0.0081272,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.030202,            0.010496,                   0,             0.94702,                0.72,             0.75465,             0.30285,            0.051101,           0.0081006,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.030603,            0.010939,                   0,             0.89999,                0.72,             0.75213,             0.29032,            0.050579,           0.0088143,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.030706,            0.010847,                   0,             0.85698,                0.72,             0.77486,             0.34158,              0.0472,           0.0092038,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.031138,            0.010919,                   0,             0.94107,                0.64,             0.68092,             0.28664,            0.052525,            0.009582,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.030714,            0.011567,                   0,             0.84935,                0.68,             0.68303,              0.2292,            0.056634,           0.0093372,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.028303,            0.010741,                   0,             0.84187,                0.64,             0.66949,             0.27493,            0.052345,           0.0087493,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.028883,            0.011191,                   0,             0.90908,                 0.8,             0.77191,             0.33798,            0.048578,           0.0085851,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.028239,            0.010219,                   0,             0.81817,                0.72,             0.72167,             0.30608,            0.050617,           0.0082849,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.027011,            0.010268,                   0,             0.89984,                0.72,             0.80343,              0.3307,            0.049839,           0.0080379,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.026709,            0.010531,                   0,             0.94997,             0.75958,             0.84208,             0.33426,            0.046765,           0.0081299,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.028305,           0.0098562,                   0,              0.9498,                0.76,             0.81939,             0.32414,              0.0486,           0.0085713,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.028604,            0.010726,                   0,             0.84999,             0.67995,             0.74738,             0.31433,            0.052722,           0.0087395,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.027845,             0.00975,                   0,             0.94089,                0.64,             0.74309,             0.31752,            0.051947,           0.0090821,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.028319,             0.01052,                   0,             0.88234,             0.59992,             0.71243,             0.30258,            0.052792,           0.0088007,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.026896,           0.0096329,                   0,             0.81818,                0.72,             0.75408,             0.36608,            0.051275,           0.0081121,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.026506,           0.0097944,                   0,             0.85692,             0.71874,             0.73777,             0.36315,            0.050295,           0.0078383,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.026771,            0.010523,                   0,             0.90443,                0.76,             0.76216,             0.34721,            0.050299,           0.0076102,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.028452,           0.0098709,                   0,             0.89976,                0.72,             0.77201,             0.35678,               0.051,           0.0080193,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.025417,            0.010776,                   0,             0.84997,             0.67985,             0.72098,             0.31288,             0.05414,           0.0084997,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.026269,            0.009789,                   0,                0.95,             0.75993,             0.80401,             0.34683,            0.049311,           0.0084598,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.025658,           0.0097592,                   0,             0.94999,             0.75979,             0.80916,             0.35687,            0.048625,           0.0082937,                   0,             0.00208,             0.00208,             0.00208
                  82,             0.02457,           0.0094499,                   0,             0.94998,             0.75968,             0.80067,             0.30645,            0.049339,           0.0085959,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.028142,           0.0099391,                   0,             0.90894,                 0.8,             0.81742,             0.32689,            0.049744,           0.0085542,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.024752,           0.0099086,                   0,             0.95027,                 0.8,             0.81364,             0.33423,             0.05003,           0.0084256,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.025048,           0.0093826,                   0,             0.90471,                0.76,             0.77894,             0.33928,            0.048772,           0.0085273,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.023179,           0.0093596,                   0,             0.94998,             0.75973,             0.77691,             0.35302,             0.04921,           0.0085885,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.025102,             0.01013,                   0,             0.90885,                 0.8,             0.82242,             0.33604,            0.048509,           0.0086306,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.025519,           0.0096429,                   0,             0.94922,                0.76,             0.80959,             0.31461,            0.051128,           0.0088675,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.022361,           0.0094476,                   0,             0.94716,                0.72,             0.79249,             0.35348,            0.048621,           0.0087007,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.023833,           0.0095114,                   0,             0.94999,             0.75984,               0.792,             0.35042,            0.049502,           0.0086645,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.023739,            0.010023,                   0,             0.90433,                0.76,             0.78083,             0.35949,            0.049267,           0.0087093,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.022403,           0.0091121,                   0,             0.94733,                0.72,             0.78792,             0.32612,            0.049987,           0.0088524,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.023543,            0.010043,                   0,             0.90449,                0.76,             0.78698,              0.3536,            0.048156,           0.0090067,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.023059,           0.0091112,                   0,             0.90475,             0.75993,              0.7846,             0.32743,            0.049751,           0.0091454,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.023577,           0.0090826,                   0,             0.90472,                0.76,             0.78546,             0.32263,            0.049472,           0.0089259,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.024005,            0.009723,                   0,             0.90469,                0.76,             0.78842,             0.34328,            0.049526,           0.0088422,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.024027,           0.0094158,                   0,             0.90472,                0.76,             0.78652,             0.30604,            0.051146,           0.0090188,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.022381,           0.0087991,                   0,             0.90465,                0.76,             0.78523,             0.30354,            0.050394,           0.0090793,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.023252,           0.0091567,                   0,             0.90475,                0.76,             0.78343,             0.32842,             0.05044,           0.0091765,                   0,            0.000298,            0.000298,            0.000298
